ID,geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,go_term
Vitvi02g00472,Vitvi02g00472,62.0304871,1.318731797,0.252893422,5.214575312,1.84E-07,0,#N/A
Vitvi06g00679,Vitvi06g00679,65.59979,1.32859,0.2548651,5.212915,1.86E-07,0,#N/A
Vitvi15g00921,Vitvi15g00921,135.1685,1.067646,0.2048521,5.211789,1.87E-07,0,GO:0005525
Vitvi04g00433,Vitvi04g00433,50.75253,-1.286053,0.2469408,-5.207939,1.91E-07,0,GO:0016491
Vitvi07g01630,Vitvi07g01630,14.33354,2.073718,0.3981796,5.207997,1.91E-07,0,#N/A
Vitvi04g00012,Vitvi04g00012,144.1765,-1.113553,0.2141242,-5.200501,1.99E-07,0,GO:0000160
Vitvi09g00187,Vitvi09g00187,55.32331,1.375937,0.2650742,5.190764,2.09E-07,0,GO:0005515
Vitvi05g01683,Vitvi05g01683,63.20439,1.424076,0.2743747,5.190261,2.10E-07,0,GO:0046856
Vitvi11g01680,Vitvi11g01680,13.32101,3.441191,0.663257,5.188322,2.12E-07,0,GO:0004553
Vitvi15g01090,Vitvi15g01090,120.6591,1.123238,0.2165944,5.185906,2.15E-07,0,GO:0003700
Vitvi11g01427,Vitvi11g01427,9.777082,-3.928596,0.7576258,-5.185405,2.16E-07,0,#N/A
Vitvi08g00819,Vitvi08g00819,31.80951,1.837949,0.3544961,5.184681,2.16E-07,0,#N/A
Vitvi19g00008,Vitvi19g00008,94.31148,1.268046,0.2446458,5.183189,2.18E-07,0,#N/A
Vitvi19g01281,Vitvi19g01281,107.2934,1.060071,0.2045988,5.181218,2.20E-07,0,GO:0000148
Vitvi14g02946,Vitvi14g02946,107.6425,1.401981,0.270694,5.179207,2.23E-07,0,#N/A
Vitvi03g01763,Vitvi03g01763,73.38859,1.693598,0.3269981,5.179228,2.23E-07,0,#N/A
Vitvi15g01390,Vitvi15g01390,33.46725,2.684303,0.5185716,5.176341,2.26E-07,0,#N/A
Vitvi05g00527,Vitvi05g00527,107.0239,1.07712,0.2085439,5.164957,2.40E-07,0,#N/A
Vitvi15g01344,Vitvi15g01344,15.78694,2.234645,0.432829,5.162881,2.43E-07,0,#N/A
Vitvi04g01903,Vitvi04g01903,343.1396,1.278244,0.2479284,5.155698,2.53E-07,0,GO:0016787
Vitvi14g01502,Vitvi14g01502,39.10469,1.915315,0.3715573,5.15483,2.54E-07,0,#N/A
Vitvi13g00388,Vitvi13g00388,46.90886,-1.800459,0.3496206,-5.149751,2.61E-07,0,#N/A
Vitvi08g01004,Vitvi08g01004,16.96805,-2.360369,0.4585419,-5.147554,2.64E-07,0,GO:0016021
Vitvi03g01862,Vitvi03g01862,19.27298,2.038581,0.3963409,5.143505,2.70E-07,0,GO:0043531
Vitvi04g00508,Vitvi04g00508,47.62215,1.260133,0.2451888,5.139439,2.76E-07,0,GO:0005985
Vitvi08g00959,Vitvi08g00959,35.08088,1.672243,0.3253761,5.139415,2.76E-07,0,GO:0016787
Vitvi15g01668,Vitvi15g01668,53.5409,1.187063,0.2309852,5.13913,2.76E-07,0,GO:0043531
Vitvi07g00924,Vitvi07g00924,89.41375,1.105156,0.2151217,5.137352,2.79E-07,0,GO:0004672
Vitvi12g02237,Vitvi12g02237,47.87239,1.527474,0.297337,5.13718,2.79E-07,0,GO:0004601
Vitvi18g00118,Vitvi18g00118,33.14364,1.252188,0.2438684,5.134687,2.83E-07,0,#N/A
Vitvi18g00326,Vitvi18g00326,10596.83,-1.18042,0.2302547,-5.126583,2.95E-07,0,GO:0016491
Vitvi02g01443,Vitvi02g01443,9.88808,-3.247087,0.6335424,-5.125288,2.97E-07,0,#N/A
Vitvi17g01455,Vitvi17g01455,159.1556,1.242538,0.242481,5.124267,2.99E-07,0,#N/A
Vitvi15g00795,Vitvi15g00795,905.9435,-1.411704,0.2758259,-5.118099,3.09E-07,0,GO:0005506
Vitvi07g02107,XM_010647795,38.04596,1.750116,0.3420824,5.116065,3.12E-07,0,#N/A
Vitvi10g02283,Vitvi10g02283,51.23234,-1.084035,0.2120189,-5.112913,3.17E-07,0,GO:0016020
Vitvi06g00039,Vitvi06g00039,29.99197,1.632571,0.3192984,5.112995,3.17E-07,0,#N/A
Vitvi14g02543,Vitvi14g02543,12.59469,-2.708825,0.5298762,-5.112185,3.18E-07,0,GO:0030145
Vitvi06g00915,Vitvi06g00915,29.06877,1.540731,0.3014462,5.11113,3.20E-07,0,GO:0004842
Vitvi07g00657,Vitvi07g00657,93.32045,-1.002632,0.1962233,-5.109647,3.23E-07,0,GO:0016020
Vitvi13g00618,Vitvi13g00618,46.1903,1.386846,0.2714317,5.109373,3.23E-07,0,#N/A
Vitvi01g00196,Vitvi01g00196,422.1437417,1.301928183,0.254857869,5.108448048,3.25E-07,0,GO:0004672
Vitvi14g00973,Vitvi14g00973,31.26821,1.73712,0.3402127,5.105981,3.29E-07,0,#N/A
Vitvi11g01263,Vitvi11g01263,38.00108,1.681483,0.3294711,5.103583,3.33E-07,0,GO:0005618
Vitvi17g01596,Vitvi17g01596,29.0078,-2.040391,0.3999357,-5.101797,3.36E-07,0,#N/A
Vitvi16g00627,Vitvi16g00627,67.80071,1.304571,0.2558026,5.099915,3.40E-07,0,GO:0005515
Vitvi18g02147,Vitvi18g02147,124.7706,3.14856,0.6177343,5.096948,3.45E-07,0,GO:0016788
Vitvi07g02384,Vitvi07g02384,66.82373,1.241881,0.2437418,5.09507,3.49E-07,0,#N/A
Vitvi14g02411,Vitvi14g02411,48.8993,1.286281,0.2525606,5.09296,3.53E-07,0,#N/A
Vitvi16g01278,Vitvi16g01278,86.80841,-1.113731,0.2187966,-5.090258,3.58E-07,0,GO:0004672
Vitvi14g02580,Vitvi14g02580,13.12518,3.440046,0.6760711,5.08829,3.61E-07,0,GO:0016020
Vitvi18g02423,Vitvi18g02423,216.7101,2.960533,0.5821087,5.085876,3.66E-07,0,#N/A
Vitvi06g00202,Vitvi06g00202,64.98648,1.082324,0.2128728,5.084371,3.69E-07,0,GO:0005515
Vitvi05g00402,Vitvi05g00402,141.999,1.19563,0.2353122,5.081038,3.75E-07,0,#N/A
Vitvi13g02091,Vitvi13g02091,6.679982,2.938505,0.5785459,5.079122,3.79E-07,0,#N/A
Vitvi18g02530,Vitvi18g02530,109.3975,1.789679,0.3524791,5.077405,3.83E-07,0,#N/A
Vitvi09g00081,Vitvi09g00081,329.7604,1.428978,0.2824023,5.06008,4.19E-07,0,GO:0004252
Vitvi07g02901,Vitvi07g02901,4.705146,4.044773,0.7994877,5.059206,4.21E-07,0,#N/A
Vitvi06g01683,Vitvi06g01683,26.50956,-1.791258,0.3543353,-5.055261,4.30E-07,0,#N/A
Vitvi13g00536,Vitvi13g00536,9.355862,2.44388,0.4837681,5.051759,4.38E-07,0,GO:0003676
Vitvi16g01800,Vitvi16g01800,1471.938,1.120761,0.2218926,5.050916,4.40E-07,0,GO:0004857
Vitvi18g01285,Vitvi18g01285,15387.98,2.079498,0.4123521,5.043016,4.58E-07,0,#N/A
Vitvi07g00243,Vitvi07g00243,84.89109,1.071391,0.2126208,5.038975,4.68E-07,0,GO:0003779
Vitvi19g00528,Vitvi19g00528,18.95491,1.897139,0.3767215,5.03592,4.76E-07,0,GO:0004672
Vitvi18g02971,Vitvi18g02971,95.60429,1.394818,0.2772217,5.031417,4.87E-07,0,#N/A
Vitvi18g03214,Vitvi18g03214,59.39183,-1.308302,0.2601884,-5.028288,4.95E-07,0,#N/A
Vitvi04g01907,Vitvi04g01907,171.6053,1.051894,0.2093481,5.024619,5.04E-07,0,GO:0016787
Vitvi18g00107,Vitvi18g00107,68.10433,1.477851,0.2943211,5.021221,5.13E-07,0,GO:0005506
Vitvi18g02138,Vitvi18g02138,8.379753,2.383834,0.4750583,5.017983,5.22E-07,0,GO:0003824
Vitvi08g01735,Vitvi08g01735,54.74942,1.59776,0.3185013,5.016494,5.26E-07,0,GO:0005507
Vitvi03g00354,Vitvi03g00354,21.36004,1.930894,0.3849317,5.016197,5.27E-07,0,#N/A
Vitvi08g00910,Vitvi08g00910,72.92817,1.118309,0.2234412,5.004936,5.59E-07,0,#N/A
Vitvi15g01139,Vitvi15g01139,42.18534,-1.292327,0.2584009,-5.001246,5.70E-07,0,GO:0004672
Vitvi13g00162,Vitvi13g00162,8.023686,3.069875,0.6145982,4.994931,5.89E-07,0,GO:0005506
Vitvi14g01381,Vitvi14g01381,51.70012,1.08102,0.2165086,4.992965,5.95E-07,0,#N/A
Vitvi07g02528,Vitvi07g02528,50.41662,1.028281,0.2062237,4.986239,6.16E-07,0,GO:0043531
Vitvi17g00556,Vitvi17g00556,20.20972,1.762633,0.3536777,4.983726,6.24E-07,0,GO:0003700
Vitvi07g00405,Vitvi07g00405,51.71329,1.393037,0.2800683,4.973919,6.56E-07,0,GO:0008270
Vitvi12g00388,Vitvi12g00388,416.2893,1.078949,0.2170171,4.971721,6.64E-07,0,GO:0003700
Vitvi14g00104,Vitvi14g00104,87.06744,-1.184818,0.2384282,-4.969288,6.72E-07,0,GO:0016491
Vitvi14g01642,Vitvi14g01642,44.99448,1.313712,0.2647167,4.962711,6.95E-07,0,#N/A
Vitvi19g01744,Vitvi19g01744,36.1274,1.567459,0.3158587,4.962532,6.96E-07,0,#N/A
Vitvi11g00360,Vitvi11g00360,2772.859,2.047963,0.412962,4.959206,7.08E-07,0,#N/A
Vitvi18g02720,Vitvi18g02720,20.58295,2.090581,0.422017,4.953784,7.28E-07,0,GO:0005506
Vitvi05g01353,Vitvi05g01353,1967.555,-1.242841,0.2512987,-4.945674,7.59E-07,0,GO:0004857
Vitvi18g00242,Vitvi18g00242,9.848815,3.130083,0.6330395,4.94453,7.63E-07,0,GO:0016020
Vitvi17g01454,Vitvi17g01454,120.7173,1.789916,0.3620587,4.943718,7.66E-07,0,#N/A
Vitvi18g01637,Vitvi18g01637,40.74824,1.211877,0.2453098,4.94019,7.80E-07,0,#N/A
Vitvi15g00534,Vitvi15g00534,31.65011,1.308494,0.2649518,4.938613,7.87E-07,0,#N/A
Vitvi07g02448,Vitvi07g02448,71.83743,1.173263,0.23776,4.934652,8.03E-07,0,GO:0016758
Vitvi07g02109,Vitvi07g02109,27.60506,1.724422,0.3501505,4.924804,8.44E-07,0,#N/A
Vitvi18g03250,Vitvi18g03250,57.65991,1.276495,0.2592799,4.92323,8.51E-07,0,GO:0005506
Vitvi05g01744,Vitvi05g01744,45.63751,2.545336,0.5170165,4.923124,8.52E-07,0,#N/A
Vitvi04g01598,Vitvi04g01598,18.73856,-2.90843,0.5915969,-4.916236,8.82E-07,0,GO:0016020
Vitvi17g01101,Vitvi17g01101,59.94059,-1.52167,0.3102489,-4.904673,9.36E-07,0,GO:0016021
Vitvi08g01604,Vitvi08g01604,94.73824,1.014117,0.2067816,4.90429,9.38E-07,0,#N/A
Vitvi10g00453,Vitvi10g00453,54.39222,1.24092,0.2532405,4.900166,9.58E-07,0,GO:0016702
Vitvi11g00900,Vitvi11g00900,259.3705,1.02898,0.2104198,4.890128,1.01E-06,0,GO:0005506
Vitvi17g00318,Vitvi17g00318,78.96029,1.242886,0.2542649,4.888152,1.02E-06,0,#N/A
Vitvi13g01555,Vitvi13g01555,65.16766,1.659699,0.3398272,4.88395,1.04E-06,0,#N/A
Vitvi07g00376,Vitvi07g00376,137.5985,1.116818,0.2288093,4.880998,1.06E-06,0,GO:0016020
Vitvi02g01319,Vitvi02g01319,42.27322,-1.918497,0.3933833,-4.876916,1.08E-06,0,#N/A
Vitvi10g01722,Vitvi10g01722,14.3353,2.525563,0.518058,4.875058,1.09E-06,0,GO:0004672
Vitvi09g01961,Vitvi09g01961,58.35058,-1.217096,0.2499981,-4.868422,1.12E-06,0,#N/A
Vitvi01g00460,Vitvi01g00460,15.10297855,2.196669189,0.451302018,4.867403871,1.13E-06,0,#N/A
Vitvi18g02921,Vitvi18g02921,14.63749,4.42151,0.9089337,4.864502,1.15E-06,0,GO:0005507
Vitvi01g00187,Vitvi01g00187,109.5810283,1.11117029,0.228491197,4.863077025,1.16E-06,0,#N/A
Vitvi10g02327,Vitvi10g02327,20.20599,1.79323,0.3689046,4.860959,1.17E-06,0,GO:0005509
Vitvi12g00486,Vitvi12g00486,108.7314,1.011349,0.208262,4.856136,1.20E-06,0,GO:0005515
Vitvi03g01500,Vitvi03g01500,121.6044,-1.059296,0.21821,-4.854478,1.21E-06,0,#N/A
Vitvi19g02157,Vitvi19g02157,41.14058,1.284054,0.2646915,4.851135,1.23E-06,0,#N/A
Vitvi18g01132,Vitvi18g01132,37.71384,1.472555,0.3039723,4.844371,1.27E-06,0,#N/A
Vitvi09g00185,Vitvi09g00185,624.3427,1.277515,0.2637774,4.843156,1.28E-06,0,#N/A
Vitvi17g00878,Vitvi17g00878,376.5012,1.796312,0.3712322,4.838783,1.31E-06,0,GO:0004672
Vitvi17g00885,Vitvi17g00885,2167.751,-1.026745,0.2122119,-4.838301,1.31E-06,0,#N/A
Vitvi00g00668,Vitvi00g00668,22.5483193,2.184358197,0.451486844,4.838143623,1.31E-06,0,GO:0004672
Vitvi08g00235,Vitvi08g00235,2294.281,1.187304,0.2457188,4.831963,1.35E-06,0,#N/A
Vitvi10g02089,Vitvi10g02089,59.07987,1.070317,0.2218508,4.824492,1.40E-06,0,#N/A
Vitvi12g02658,Vitvi12g02658,10.63787,2.853772,0.5919226,4.82119,1.43E-06,0,#N/A
Vitvi13g01939,Vitvi13g01939,229.2983,1.142255,0.2370013,4.819616,1.44E-06,0,#N/A
Vitvi16g01022,Vitvi16g01022,5.429744,4.838252,1.004486,4.816643,1.46E-06,0,#N/A
Vitvi05g01944,Vitvi05g01944,64.00436,2.870361,0.596686,4.810505,1.51E-06,0,#N/A
Vitvi07g01780,Vitvi07g01780,23.47054,1.555568,0.323496,4.808616,1.52E-06,0,GO:0003676
Vitvi09g01605,Vitvi09g01605,44.73192,1.207117,0.2511649,4.806074,1.54E-06,0,#N/A
Vitvi07g01866,Vitvi07g01866,21.47137,-1.849653,0.3848684,-4.805935,1.54E-06,0,#N/A
Vitvi13g01937,Vitvi13g01937,115.4255,1.09401,0.2278522,4.801404,1.58E-06,0,#N/A
Vitvi13g00991,Vitvi13g00991,49.84467,1.574006,0.3280283,4.798386,1.60E-06,0,GO:0016020
Vitvi16g00037,Vitvi16g00037,214.954,1.113899,0.232181,4.797548,1.61E-06,0,GO:0005506
Vitvi15g01389,Vitvi15g01389,30.16524,1.745935,0.3642519,4.793208,1.64E-06,0,GO:0005506
Vitvi11g01685,Vitvi11g01685,13.68146,2.561555,0.534642,4.791159,1.66E-06,0,#N/A
Vitvi03g01781,Vitvi03g01781,19.02417,1.922631,0.4013432,4.790493,1.66E-06,0,#N/A
Vitvi07g01298,Vitvi07g01298,24.84372,1.795029,0.3747476,4.789969,1.67E-06,0,GO:0003677
Vitvi10g02227,Vitvi10g02227,61.08873,1.1199,0.2340678,4.784512,1.71E-06,0,GO:0004672
Vitvi14g01504,Vitvi14g01504,52.1568,1.193074,0.2494174,4.783444,1.72E-06,0,GO:0004672
Vitvi08g02129,Vitvi08g02129,7.471358,4.049207,0.8470849,4.780167,1.75E-06,0,#N/A
Vitvi17g00600,Vitvi17g00600,11.24572,-3.991407,0.8355958,-4.776719,1.78E-06,0,#N/A
Vitvi16g01844,Vitvi16g01844,19.15152,1.744211,0.3654138,4.77325,1.81E-06,0,GO:0004601
Vitvi03g01171,Vitvi03g01171,13.41892,2.720869,0.5705306,4.769015,1.85E-06,0,GO:0016491
Vitvi08g02253,Vitvi08g02253,37.17972,1.460045,0.3061923,4.768391,1.86E-06,0,#N/A
Vitvi03g01650,Vitvi03g01650,551.3905,-1.319194,0.2769177,-4.763849,1.90E-06,0,#N/A
Vitvi17g00963,Vitvi17g00963,358.7391,1.216502,0.2559876,4.75219,2.01E-06,0,#N/A
Vitvi15g00894,Vitvi15g00894,46.52553,1.357514,0.2862591,4.742254,2.11E-06,0,GO:0003885
Vitvi04g00171,VviMADSD2a,46.79804,1.123426,0.2369582,4.741032,2.13E-06,0,GO:0003677
Vitvi04g01666,Vitvi04g01666,31.68196,1.885802,0.3977857,4.74075,2.13E-06,0,GO:0004857
Vitvi13g00258,Vitvi13g00258,53.98787,-1.326257,0.2797875,-4.740229,2.13E-06,0,GO:0005515
Vitvi10g02192,Vitvi10g02192,6.587651,3.391352,0.7159869,4.736612,2.17E-06,0,#N/A
Vitvi14g01528,Vitvi14g01528,24.77014,1.783431,0.3768093,4.73298,2.21E-06,0,#N/A
Vitvi16g01025,Vitvi16g01025,106.928,-1.039783,0.219702,-4.732698,2.22E-06,0,#N/A
Vitvi14g00577,Vitvi14g00577,62.31458,-1.131502,0.2392189,-4.729987,2.25E-06,0,#N/A
Vitvi12g01637,Vitvi12g01637,49.9825,-1.137111,0.240572,-4.726697,2.28E-06,0,#N/A
Vitvi18g00121,Vitvi18g00121,96.36735,1.012315,0.2141667,4.72676,2.28E-06,0,#N/A
Vitvi03g00081,Vitvi03g00081,14.94576,1.643263,0.3478713,4.723766,2.32E-06,0,GO:0015267
Vitvi07g02188,Vitvi07g02188,228.082,-1.36309,0.288738,-4.720853,2.35E-06,0,GO:0005515
Vitvi14g02469,Vitvi14g02469,89.80518,-1.083977,0.2296515,-4.720094,2.36E-06,0,#N/A
Vitvi18g01388,Vitvi18g01388,26.77521,1.788349,0.3789071,4.719755,2.36E-06,0,#N/A
Vitvi03g00361,Vitvi03g00361,128.0038,1.057108,0.224311,4.712689,2.44E-06,0,GO:0005515
Vitvi02g00066,Vitvi02g00066,878.3335927,-1.047295697,0.222385608,-4.709368149,2.48E-06,0,GO:0015743
Vitvi10g00811,Vitvi10g00811,36.10762,1.622912,0.3446487,4.708888,2.49E-06,0,GO:0004553
Vitvi07g02207,Vitvi07g02207,34.04401,1.433277,0.3047687,4.702836,2.57E-06,0,#N/A
Vitvi02g00288,Vitvi02g00288,565.0540373,1.151865322,0.245138916,4.698826859,2.62E-06,0,#N/A
Vitvi03g01856,Vitvi03g01856,20.43161,1.687766,0.3593544,4.696661,2.64E-06,0,GO:0043531
Vitvi11g01711,Vitvi11g01711,38.81465,1.186966,0.2533071,4.685876,2.79E-06,0,GO:0005975
Vitvi18g00311,Vitvi18g00311,270.0975,1.271263,0.2716719,4.679404,2.88E-06,0,#N/A
Vitvi02g00553,Vitvi02g00553,73.62557,1.557229,0.3329475,4.6771,2.91E-06,0,GO:0030599
Vitvi18g00634,Vitvi18g00634,30.04428,-1.220503,0.2610508,-4.675348,2.93E-06,0,#N/A
Vitvi14g00304,Vitvi14g00304,25.41778,1.46659,0.3138583,4.672776,2.97E-06,0,GO:0016021
Vitvi15g01346,Vitvi15g01346,34.90462,1.237954,0.2651402,4.669054,3.03E-06,0,GO:0003824
Vitvi03g01202,Vitvi03g01202,34.59282,1.610184,0.344924,4.66823,3.04E-06,0,#N/A
Vitvi01g01954,Vitvi01g01954,194.9405774,-1.050535088,0.225074268,-4.667504187,3.05E-06,0,#N/A
Vitvi18g01562,Vitvi18g01562,62.69413,1.002552,0.2148373,4.666564,3.06E-06,0,GO:0003824
Vitvi01g00389,Vitvi01g00389,13.16722313,2.023716021,0.433849689,4.664555658,3.09E-06,0,#N/A
Vitvi09g01537,Vitvi09g01537,70.52273,1.283368,0.2756099,4.656467,3.22E-06,0,#N/A
Vitvi17g01570,Vitvi17g01570,39.48683,1.348537,0.2897048,4.654866,3.24E-06,0,#N/A
Vitvi16g01568,Vitvi16g01568,26.06948,-2.387294,0.5128983,-4.654517,3.25E-06,0,#N/A
Vitvi10g01046,Vitvi10g01046,20.00324,2.391932,0.5139639,4.65389,3.26E-06,0,GO:0016491
Vitvi04g00193,Vitvi04g00193,20.53114,-1.727514,0.3713053,-4.652544,3.28E-06,0,GO:0004499
Vitvi14g01690,Vitvi14g01690,22.25106,1.324418,0.284901,4.648695,3.34E-06,0,#N/A
Vitvi03g00413,Vitvi03g00413,9.242647,2.18464,0.4702292,4.645904,3.39E-06,0,GO:0005506
Vitvi11g01686,Vitvi11g01686,25.32337,1.659351,0.3574743,4.641875,3.45E-06,0,GO:0004672
Vitvi10g01406,Vitvi10g01406,47.41169,1.043782,0.2251215,4.636526,3.54E-06,0,GO:0004672
Vitvi09g00046,Vitvi09g00046,28.2792,1.959959,0.4228302,4.635333,3.56E-06,0,GO:0009733
Vitvi06g00783,Vitvi06g00783,36.52878,1.626877,0.3510392,4.634458,3.58E-06,0,GO:0003677
Vitvi19g00111,Vitvi19g00111,71.7169,1.216464,0.262729,4.630108,3.65E-06,0,#N/A
Vitvi15g01730,Vitvi15g01730,867.5395,1.112248,0.2405817,4.623159,3.78E-06,0,GO:0005515
Vitvi11g00408,Vitvi11g00408,125.3561,1.08718,0.2352893,4.620608,3.83E-06,0,GO:0003676
Vitvi14g01955,Vitvi14g01955,1475.389,1.254321,0.271521,4.619609,3.84E-06,0,GO:0003677
Vitvi08g00853,Vitvi08g00853,21367.55,1.622462,0.3516841,4.613407,3.96E-06,0,GO:0006869
Vitvi10g01782,Vitvi10g01782,72.43231,-1.180691,0.2560059,-4.611969,3.99E-06,0,GO:0004970
Vitvi13g02128,Vitvi13g02128,32.19266,-1.129863,0.2449882,-4.611907,3.99E-06,0,#N/A
Vitvi03g01289,Vitvi03g01289,100.6121,1.217854,0.2641646,4.610209,4.02E-06,0,GO:0005515
Vitvi07g02835,Vitvi07g02835,16.33059,2.693436,0.584799,4.605747,4.11E-06,0,#N/A
Vitvi07g00441,Vitvi07g00441,43.64018,1.419233,0.3082184,4.604635,4.13E-06,0,GO:0016746
Vitvi10g02243,Vitvi10g02243,42.76872,1.496735,0.3251674,4.602969,4.17E-06,0,GO:0004672
Vitvi01g00318,Vitvi01g00318,115.468911,1.468685582,0.319203256,4.60109838,4.20E-06,0,GO:0004672
Vitvi00g02237,Vitvi00g02237,29.76687395,-1.540911965,0.335407279,-4.594151824,4.35E-06,0,#N/A
Vitvi08g02143,Vitvi08g02143,54.32524,1.055111,0.2297979,4.591475,4.40E-06,0,#N/A
Vitvi07g02126,Vitvi07g02126,67.27356,-1.005708,0.2191163,-4.589836,4.44E-06,0,#N/A
Vitvi18g02718,Vitvi18g02718,15.09162,2.959021,0.644704,4.589736,4.44E-06,0,GO:0005506
Vitvi13g02009,Vitvi13g02009,185.3848,1.275937,0.2780258,4.589276,4.45E-06,0,GO:0004252
Vitvi10g02254,Vitvi10g02254,23.02237,1.470865,0.3207403,4.585843,4.52E-06,0,#N/A
Vitvi11g00101,Vitvi11g00101,13.23222,-2.205218,0.4812682,-4.582098,4.60E-06,0,GO:0000062
Vitvi12g01924,Vitvi12g01924,43.64925,1.215748,0.265372,4.581298,4.62E-06,0,GO:0043531
Vitvi14g00500,Vitvi14g00500,61.90268,-1.324196,0.2891857,-4.579051,4.67E-06,0,#N/A
Vitvi08g01219,Vitvi08g01219,14.00798,1.851426,0.404715,4.574641,4.77E-06,0,GO:0005524
Vitvi05g00655,Vitvi05g00655,74.4293,-1.168776,0.2555262,-4.573997,4.79E-06,0,GO:0003677
Vitvi07g00836,Vitvi07g00836,9.145976,3.482191,0.7612939,4.574043,4.78E-06,0,GO:0016491
Vitvi06g01454,Vitvi06g01454,35.57575,1.246445,0.2728244,4.568671,4.91E-06,0,GO:0005506
Vitvi00g00944,Vitvi00g00944,9.631330028,2.207720493,0.483618411,4.565005059,4.99E-06,0,GO:0046983
Vitvi14g03080,Vitvi14g03080,8.152828,5.708641,1.251261,4.56231,5.06E-06,0,#N/A
Vitvi07g02226,Vitvi07g02226,61.85828,-1.376152,0.3016707,-4.561769,5.07E-06,0,GO:0004650
Vitvi05g01388,Vitvi05g01388,14.39059,3.586706,0.7875698,4.554144,5.26E-06,0,#N/A
Vitvi10g00561,Vitvi10g00561,26.14226,1.722779,0.3782942,4.554072,5.26E-06,0,GO:0006629
Vitvi17g00392,Vitvi17g00392,19.1083,2.012279,0.44206,4.55205,5.31E-06,0,GO:0004672
Vitvi14g01953,Vitvi14g01953,53.49086,1.211034,0.2663545,4.5467,5.45E-06,0,GO:0005515
Vitvi17g00596,Vitvi17g00596,62.46059,1.172504,0.2578997,4.546358,5.46E-06,0,GO:0005515
Vitvi02g00289,Vitvi02g00289,23.10091828,1.626392906,0.358653799,4.534715395,5.77E-06,0,GO:0008168
Vitvi10g01835,Vitvi10g01835,211.3503,1.092843,0.2413211,4.528583,5.94E-06,0,#N/A
Vitvi14g03071,Vitvi14g03071,48.06088,1.468248,0.3242167,4.528601,5.94E-06,0,GO:0004672
Vitvi06g01894,Vitvi06g01894,10.04788,2.174258,0.4814947,4.515643,6.31E-06,0,GO:0005506
Vitvi03g00407,Vitvi03g00407,7.40774,2.332331,0.5164794,4.515826,6.31E-06,0,GO:0005506
Vitvi02g00230,Vitvi02g00230,29.4836339,4.743355466,1.051027328,4.513065777,6.39E-06,0,#N/A
Vitvi08g02147,Vitvi08g02147,98.95509,-1.004962,0.2227277,-4.512067,6.42E-06,0,#N/A
Vitvi15g00943,Vitvi15g00943,307.0675,1.085793,0.2406578,4.511771,6.43E-06,0,GO:0005515
Vitvi10g00524,Vitvi10g00524,1101.918,1.050749,0.2330115,4.50943,6.50E-06,0,GO:0016788
Vitvi02g01252,Vitvi02g01252,31.08617,1.203608,0.2671045,4.506131,6.60E-06,0,#N/A
Vitvi07g00502,Vitvi07g00502,21.85116,-1.611951,0.3584605,-4.496872,6.90E-06,0,GO:0030145
Vitvi18g00431,Vitvi18g00431,22.68305,-1.365777,0.3037602,-4.496233,6.92E-06,0,#N/A
Vitvi12g01598,Vitvi12g01598,5.480964,2.818676,0.6278365,4.489506,7.14E-06,0.0001,GO:0004601
Vitvi07g03168,Vitvi07g03168,19.98192,1.518195,0.3383562,4.486973,7.22E-06,0.0001,GO:0000166
Vitvi05g02174,Vitvi05g02174,13.88521,2.772562,0.6181426,4.485311,7.28E-06,0.0001,#N/A
Vitvi11g00853,Vitvi11g00853,52.04183,1.14733,0.2559981,4.481792,7.40E-06,0.0001,#N/A
Vitvi12g01697,Vitvi12g01697,63.79337,1.16913,0.2608655,4.481733,7.40E-06,0.0001,GO:0016758
Vitvi03g00036,Vitvi03g00036,65.16695,1.052287,0.2348417,4.480835,7.44E-06,0.0001,GO:0004252
Vitvi03g01126,Vitvi03g01126,52.45466,1.354429,0.3022908,4.48055,7.45E-06,0.0001,#N/A
Vitvi06g01925,Vitvi06g01925,57.42301,1.051326,0.2348575,4.476441,7.59E-06,0.0001,GO:0004185
Vitvi14g02790,Vitvi14g02790,16.97787,2.519763,0.5633997,4.472425,7.73E-06,0.0001,#N/A
Vitvi16g00900,Vitvi16g00900,12.90583,-2.146998,0.4806089,-4.467246,7.92E-06,0.0001,GO:0016787
Vitvi03g00553,Vitvi03g00553,187.7121,1.097914,0.2458283,4.466182,7.96E-06,0.0001,GO:0004672
Vitvi08g02013,Vitvi08g02013,158.8849,1.127585,0.2525426,4.46493,8.01E-06,0.0001,#N/A
Vitvi11g00598,Vitvi11g00598,37.31677,1.457186,0.3266628,4.460826,8.16E-06,0.0001,#N/A
Vitvi19g01789,VviTPS23,14.10941,-2.324571,0.521319,-4.459019,8.23E-06,0.0001,GO:0010333
Vitvi11g01667,Vitvi11g01667,12.88362,2.325341,0.5215487,4.45853,8.25E-06,0.0001,#N/A
Vitvi10g02253,Vitvi10g02253,35.13812,1.509571,0.3386494,4.457623,8.29E-06,0.0001,GO:0046983
Vitvi05g01788,Vitvi05g01788,35.61323,-1.765499,0.3962287,-4.455758,8.36E-06,0.0001,GO:0004857
Vitvi07g02113,Vitvi07g02113,24.34404,1.307899,0.2935549,4.45538,8.37E-06,0.0001,#N/A
Vitvi02g00069,Vitvi02g00069,25.3479454,1.798579819,0.404416912,4.447340764,8.69E-06,0.0001,#N/A
