ID,geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,go_term
Vitvi07g01874,Vitvi07g01874,114.6888,1.983605,0.2491138,7.962648,1.68E-15,0,GO:0003700
Vitvi03g00516,Vitvi03g00516,91.00392,1.767141,0.2219614,7.96148,1.70E-15,0,GO:0004672
Vitvi06g01183,Vitvi06g01183,87.13607,1.297918,0.1633773,7.944297,1.95E-15,0,GO:0005506
Vitvi17g00102,Vitvi17g00102,62.66894,1.65339,0.2081239,7.944258,1.95E-15,0,GO:0003700
Vitvi13g00182,Vitvi13g00182,1028.653,1.323028,0.166592,7.941724,1.99E-15,0,GO:0004672
Vitvi17g01186,Vitvi17g01186,224.916,1.473016,0.1855108,7.940323,2.02E-15,0,GO:0004672
Vitvi05g01911,Vitvi05g01911,16.39069,3.076379,0.3883665,7.921328,2.35E-15,0,GO:0004867
Vitvi02g01269,HYD2,369.1362,1.023981,0.1294567,7.909839,2.58E-15,0,GO:0005506
Vitvi01g00095,VviMYBAL2,399.7614473,1.017843369,0.128896107,7.896618407,2.87E-15,0,GO:0003677
Vitvi04g00317,Vitvi04g00317,286.8567,-1.271136,0.1610563,-7.892495,2.96E-15,0,#N/A
Vitvi01g00708,Vitvi01g00708,258.9691136,1.554936987,0.197162869,7.886560984,3.11E-15,0,GO:0005515
Vitvi17g00152,Vitvi17g00152,171.5939,-1.529965,0.1944108,-7.869756,3.55E-15,0,#N/A
Vitvi12g00678,Vitvi12g00678,65.48499,2.164098,0.2750222,7.868812,3.58E-15,0,#N/A
Vitvi14g01651,Vitvi14g01651,477.2925,1.113111,0.1415102,7.865944,3.66E-15,0,#N/A
Vitvi03g00206,Vitvi03g00206,359.8546,1.449935,0.1843361,7.865717,3.67E-15,0,GO:0008061
Vitvi14g00940,VviMYBA5,274.4003,1.478568,0.1880676,7.861899,3.78E-15,0,GO:0003677
Vitvi08g01673,Vitvi08g01673,206.2177,1.651549,0.2104156,7.848983,4.19E-15,0,#N/A
Vitvi18g00739,Vitvi18g00739,926.3927,1.154329,0.1472771,7.837807,4.58E-15,0,#N/A
Vitvi09g00246,Vitvi09g00246,378.8638,1.284355,0.1640092,7.830995,4.84E-15,0,GO:0005506
Vitvi07g01378,Vitvi07g01378,602.5022,1.259311,0.1608626,7.828487,4.94E-15,0,#N/A
Vitvi14g01511,Vitvi14g01511,201.9635,1.054701,0.1347416,7.827581,4.97E-15,0,#N/A
Vitvi17g00750,Vitvi17g00750,59.02548,2.929916,0.3743336,7.827019,5.00E-15,0,#N/A
Vitvi05g00715,Vitvi05g00715,155.2717,1.327678,0.1697464,7.82154,5.22E-15,0,GO:0003700
Vitvi18g02541,Vitvi18g02541,7223.213,1.066607,0.1363997,7.819715,5.29E-15,0,GO:0016491
Vitvi14g01458,Vitvi14g01458,30.78383,2.403401,0.3076525,7.812065,5.63E-15,0,GO:0003700
Vitvi07g00869,Vitvi07g00869,20.98747,3.761982,0.4822773,7.800455,6.17E-15,0,GO:0016491
Vitvi10g00309,Vitvi10g00309,96.7529,1.439697,0.1847409,7.793058,6.54E-15,0,GO:0004672
Vitvi04g00307,Vitvi04g00307,263.3773,1.595841,0.2049219,7.787556,6.83E-15,0,GO:0015267
Vitvi08g02176,Vitvi08g02176,60.48651,1.891796,0.2430203,7.784516,7.00E-15,0,#N/A
Vitvi04g01430,Vitvi04g01430,127.982,1.205958,0.1553028,7.765203,8.15E-15,0,GO:0003677
Vitvi07g02111,Vitvi07g02111,328.8616,1.833551,0.2363165,7.758878,8.57E-15,0,#N/A
Vitvi18g00612,Vitvi18g00612,295.0916,1.129017,0.1455744,7.755605,8.79E-15,0,GO:0004506
Vitvi05g00139,Vitvi05g00139,69.7354,-1.889094,0.2437237,-7.750966,9.12E-15,0,#N/A
Vitvi07g00787,Vitvi07g00787,102.1309,1.657837,0.2139707,7.747965,9.34E-15,0,#N/A
Vitvi14g02568,Vitvi14g02568,70.83734,1.485051,0.1917768,7.74364,9.66E-15,0,#N/A
Vitvi08g02191,Vitvi08g02191,64.31185,2.588864,0.3344245,7.74125,9.84E-15,0,#N/A
Vitvi14g02885,Vitvi14g02885,419.1307,-1.07901,0.1395073,-7.734435,1.04E-14,0,#N/A
Vitvi06g01226,Vitvi06g01226,135.0185,2.569467,0.3328567,7.719438,1.17E-14,0,GO:0016788
Vitvi13g00012,Vitvi13g00012,278.4447,1.118393,0.1449256,7.717019,1.19E-14,0,GO:0015267
Vitvi05g00467,Vitvi05g00467,956.2487,1.006465,0.1306263,7.704924,1.31E-14,0,GO:0009055
Vitvi01g00129,Vitvi01g00129,158.925817,1.333350737,0.173261714,7.695587808,1.41E-14,0,#N/A
Vitvi13g01265,Vitvi13g01265,21.33101,2.284034,0.2968616,7.693934,1.43E-14,0,GO:0006629
Vitvi01g00747,Vitvi01g00747,492.4594463,1.978535924,0.257368141,7.687571261,1.50E-14,0,#N/A
Vitvi10g00796,Vitvi10g00796,106.3056,-1.462152,0.1903771,-7.68029,1.59E-14,0,GO:0016491
Vitvi06g00649,Vitvi06g00649,198.6502,1.190259,0.1550378,7.677217,1.63E-14,0,GO:0006629
Vitvi06g01682,Vitvi06g01682,284.6843,1.564151,0.2038705,7.672277,1.69E-14,0,#N/A
Vitvi16g01985,Vitvi16g01985,192.1083,1.291148,0.1683926,7.667486,1.75E-14,0,GO:0003824
Vitvi07g02231,Vitvi07g02231,250.8596,1.133674,0.147973,7.661359,1.84E-14,0,GO:0006629
Vitvi07g01998,Vitvi07g01998,285.2686,-1.049848,0.1373085,-7.645909,2.07E-14,0,GO:0055114
Vitvi19g00307,Vitvi19g00307,152.5333,1.099861,0.1439323,7.64152,2.15E-14,0,#N/A
Vitvi19g02374,Vitvi19g02374,51.42103,3.001971,0.3930234,7.63815,2.20E-14,0,GO:0005515
Vitvi02g00626,Vitvi02g00626,494.6706,1.233809,0.1615892,7.635463,2.25E-14,0,#N/A
Vitvi05g02111,Vitvi05g02111,50.34854,2.269855,0.2984026,7.606687,2.81E-14,0,GO:0005618
Vitvi14g01215,Vitvi14g01215,41.16474,-1.89752,0.2495242,-7.604552,2.86E-14,0,#N/A
Vitvi04g00493,Vitvi04g00493,87.38272,-2.253637,0.2965508,-7.599498,2.97E-14,0,#N/A
Vitvi05g01276,Vitvi05g01276,21.01113,3.235259,0.4265139,7.585353,3.32E-14,0,GO:0016758
Vitvi07g02185,Vitvi07g02185,582.7376,-1.131644,0.1492475,-7.582335,3.39E-14,0,#N/A
Vitvi04g01657,Vitvi04g01657,106.6082,1.309348,0.1727045,7.581434,3.42E-14,0,GO:0016757
Vitvi10g01773,Vitvi10g01773,104.4055,-1.343287,0.1773636,-7.573631,3.63E-14,0,GO:0003677
Vitvi17g00015,Vitvi17g00015,818.0541,-1.009088,0.1332454,-7.573155,3.64E-14,0,GO:0016829
Vitvi08g01579,Vitvi08g01579,124.4891,1.139318,0.1504996,7.570241,3.73E-14,0,#N/A
Vitvi19g01707,Vitvi19g01707,1059.645,1.111115,0.1469254,7.562446,3.96E-14,0,GO:0004672
Vitvi14g00340,Vitvi14g00340,92.76141,1.425645,0.1886375,7.557591,4.11E-14,0,GO:0004764
Vitvi07g00072,Vitvi07g00072,230.2459,1.017441,0.1347124,7.552692,4.26E-14,0,GO:0008270
Vitvi08g00827,Vitvi08g00827,203.6947,1.062756,0.1407169,7.55244,4.27E-14,0,GO:0006629
Vitvi15g01397,Vitvi15g01397,49.68882,1.744718,0.2311482,7.548048,4.42E-14,0,#N/A
Vitvi10g00668,Vitvi10g00668,66.50567,2.39497,0.3176337,7.540038,4.70E-14,0,GO:0016788
Vitvi01g02248,Vitvi01g02248,122.3541715,1.864979717,0.248526913,7.504135857,6.18E-14,0,#N/A
Vitvi08g01891,Vitvi08g01891,144.8238,1.281454,0.170871,7.499544,6.40E-14,0,GO:0005515
Vitvi10g00436,Vitvi10g00436,531.7778,1.154781,0.1540879,7.494297,6.67E-14,0,GO:0003824
Vitvi06g00148,Vitvi06g00148,18.6245,3.067307,0.4093756,7.492647,6.75E-14,0,GO:0004553
Vitvi08g00630,Vitvi08g00630,26.32234,2.854278,0.3810803,7.489963,6.89E-14,0,GO:0004842
Vitvi02g00648,Vitvi02g00648,48.36048,1.681583,0.2249851,7.474197,7.77E-14,0,#N/A
Vitvi11g01363,Vitvi11g01363,424.5373,-1.002136,0.1340821,-7.47405,7.78E-14,0,#N/A
Vitvi10g01682,Vitvi10g01682,699.465,-1.318481,0.1770793,-7.445709,9.64E-14,0,GO:0004869
Vitvi10g01860,Vitvi10g01860,255.3146,1.400941,0.1885048,7.431856,1.07E-13,0,#N/A
Vitvi12g00144,Vitvi12g00144,156.6657,1.127255,0.1516889,7.431358,1.07E-13,0,GO:0005515
Vitvi02g01341,Vitvi02g01341,4847.428,-1.306566,0.1759538,-7.425619,1.12E-13,0,GO:0016020
Vitvi12g00551,Vitvi12g00551,24.58813,3.099954,0.4174943,7.425142,1.13E-13,0,#N/A
Vitvi02g00236,Vitvi02g00236,49.32988392,1.60621561,0.216543263,7.417527516,1.19E-13,0,GO:0003824
Vitvi10g01020,Vitvi10g01020,912.7602,1.238184,0.1669374,7.417058,1.20E-13,0,GO:0016491
Vitvi16g01997,Vitvi16g01997,144.1618,-1.21714,0.1642256,-7.411393,1.25E-13,0,GO:0004672
Vitvi17g00216,Vitvi17g00216,54.9883,1.747167,0.2359121,7.406009,1.30E-13,0,GO:0003677
Vitvi06g01462,Vitvi06g01462,70.55853,1.606101,0.2171563,7.396057,1.40E-13,0,GO:0015743
Vitvi05g00839,Vitvi05g00839,124.0028,1.197976,0.161978,7.39592,1.40E-13,0,GO:0008652
Vitvi17g00237,Vitvi17g00237,36.01309,2.939526,0.3975675,7.393777,1.43E-13,0,GO:0004601
Vitvi08g00883,Vitvi08g00883,620.4424,1.087248,0.1472476,7.38381,1.54E-13,0,GO:0004672
Vitvi07g00680,Vitvi07g00680,144.6847,1.522663,0.206678,7.367319,1.74E-13,0,#N/A
Vitvi18g02979,Vitvi18g02979,61.40172,1.370894,0.18619,7.362876,1.80E-13,0,#N/A
Vitvi02g01615,Vitvi02g01615,36.39777,1.889187,0.2568302,7.35578,1.90E-13,0,GO:0006807
Vitvi12g00248,Vitvi12g00248,36.95882,-2.353531,0.3199721,-7.355426,1.90E-13,0,#N/A
Vitvi02g00545,Vitvi02g00545,92.70129,1.255094,0.1708219,7.347385,2.02E-13,0,GO:0005789
Vitvi05g01931,Vitvi05g01931,2846.606,2.118727,0.2884857,7.344303,2.07E-13,0,#N/A
Vitvi05g00084,VviMYBF2,44.48544,3.281514,0.4471166,7.339279,2.15E-13,0,GO:0003677
Vitvi07g01535,Vitvi07g01535,278.022,1.063828,0.1450021,7.336639,2.19E-13,0,GO:0003777
Vitvi14g02009,Vitvi14g02009,197.0596,1.299564,0.1771559,7.335707,2.21E-13,0,GO:0032955
Vitvi07g00726,Vitvi07g00726,10.6755,-4.026013,0.5490627,-7.332519,2.26E-13,0,GO:0004499
Vitvi01g01981,Vitvi01g01981,1483.995763,-1.588587956,0.21670089,-7.330786496,2.29E-13,0,GO:0006952
Vitvi06g00708,Vitvi06g00708,111.2765,1.000739,0.1365906,7.326558,2.36E-13,0,GO:0016758
Vitvi12g02332,Vitvi12g02332,159.5072,-1.198173,0.1635756,-7.324887,2.39E-13,0,GO:0003824
Vitvi14g02006,Vitvi14g02006,94.51799,1.396168,0.1907693,7.318622,2.51E-13,0,GO:0004672
Vitvi09g01399,Vitvi09g01399,56.87822,1.698952,0.2322945,7.313784,2.60E-13,0,GO:0005524
Vitvi15g00641,Vitvi15g00641,167.332,1.097113,0.1502348,7.302653,2.82E-13,0,GO:0000079
Vitvi18g03380,Vitvi18g03380,68.50578,1.822618,0.249756,7.297593,2.93E-13,0,GO:0005515
Vitvi14g02643,Vitvi14g02643,77.37007,-1.393651,0.190979,-7.297406,2.93E-13,0,#N/A
Vitvi17g00695,Vitvi17g00695,5635.725,1.02197,0.1400857,7.295325,2.98E-13,0,GO:0005524
Vitvi03g01303,Vitvi03g01303,152.9595,1.220297,0.1674942,7.28561,3.20E-13,0,GO:0003677
Vitvi02g00110,Vitvi02g00110,241.347127,1.088903302,0.149565475,7.280445593,3.33E-13,0,GO:0016758
Vitvi18g00131,Vitvi18g00131,45.79803,-1.666399,0.2290137,-7.276416,3.43E-13,0,#N/A
Vitvi12g00193,Vitvi12g00193,184.9051,1.215213,0.1672557,7.265599,3.71E-13,0,GO:0005515
Vitvi07g00667,Vitvi07g00667,57.78108,1.710352,0.2356496,7.25803,3.93E-13,0,GO:0003993
Vitvi12g00327,Vitvi12g00327,296.0679,1.013664,0.1397226,7.254829,4.02E-13,0,#N/A
Vitvi08g02184,Vitvi08g02184,52.52514,1.639726,0.2262263,7.248168,4.22E-13,0,#N/A
Vitvi04g01466,Vitvi04g01466,1088.841,-1.216403,0.1681552,-7.233811,4.70E-13,0,#N/A
Vitvi17g01121,Vitvi17g01121,15.81142,4.005621,0.5542773,7.226745,4.95E-13,0,GO:0004866
Vitvi04g01795,Vitvi04g01795,1535.87,1.402933,0.1941921,7.224457,5.03E-13,0,#N/A
Vitvi01g01505,Vitvi01g01505,111.6661931,1.337958995,0.185271021,7.221631248,5.14E-13,0,#N/A
Vitvi15g00745,Vitvi15g00745,50.07189,-1.520663,0.2106343,-7.219447,5.22E-13,0,GO:0003677
Vitvi18g00779,Vitvi18g00779,17.07564,-5.596417,0.775616,-7.215448,5.38E-13,0,GO:0046983
Vitvi08g00816,Vitvi08g00816,57.43805,-1.915498,0.2658122,-7.206207,5.75E-13,0,GO:0008483
Vitvi14g02581,Vitvi14g02581,35.66171,3.140941,0.4362943,7.199133,6.06E-13,0,GO:0016020
Vitvi15g00771,Vitvi15g00771,440.2243,1.682663,0.2340933,7.188001,6.57E-13,0,GO:0004252
Vitvi06g00465,Vitvi06g00465,237.64,-1.302924,0.1813105,-7.186145,6.66E-13,0,#N/A
Vitvi12g00276,Vitvi12g00276,46.89668,-1.693994,0.2357916,-7.184283,6.76E-13,0,#N/A
Vitvi12g02585,Vitvi12g02585,327.3847,1.082178,0.1508513,7.173805,7.29E-13,0,GO:0016758
Vitvi09g01650,Vitvi09g01650,155.3376,1.416941,0.1977534,7.16519,7.77E-13,0,GO:0005515
Vitvi09g00183,Vitvi09g00183,107.5649,1.672259,0.2334922,7.161949,7.95E-13,0,GO:0016614
Vitvi04g01151,Vitvi04g01151,1298.265,-1.072385,0.1499024,-7.153891,8.44E-13,0,GO:0016021
Vitvi00g01394,Vitvi00g01394,24.71299974,2.535602968,0.354708662,7.148410062,8.78E-13,0,GO:0000166
Vitvi05g01337,Vitvi05g01337,36.95542,2.298818,0.3216183,7.147657,8.83E-13,0,#N/A
Vitvi05g00605,Vitvi05g00605,83.57269,1.341536,0.1879248,7.138686,9.42E-13,0,GO:0005509
Vitvi05g01453,Vitvi05g01453,70.34537,2.290385,0.3211667,7.13145,9.93E-13,0,#N/A
Vitvi05g00343,Vitvi05g00343,172.99,-1.721268,0.2416667,-7.122488,1.06E-12,0,GO:0009055
Vitvi15g00816,Vitvi15g00816,1442.47,2.523622,0.354502,7.118781,1.09E-12,0,#N/A
Vitvi01g01458,Vitvi01g01458,267.1086949,1.537991277,0.216129401,7.116066912,1.11E-12,0,#N/A
Vitvi01g01019,Vitvi01g01019,102.2051844,-1.396018476,0.196189789,-7.115653064,1.11E-12,0,#N/A
Vitvi02g00273,Vitvi02g00273,297.4636457,-1.003892602,0.141110509,-7.114229902,1.13E-12,0,#N/A
Vitvi08g01667,Vitvi08g01667,107.0421,1.160529,0.1631529,7.113135,1.13E-12,0,GO:0005515
Vitvi02g01621,Vitvi02g01621,26.80095,1.882428,0.2647102,7.111278,1.15E-12,0,GO:0006807
Vitvi08g01195,Vitvi08g01195,34.62914,2.219773,0.3125577,7.101963,1.23E-12,0,#N/A
Vitvi04g01218,Vitvi04g01218,70.92235,1.234979,0.1739039,7.101502,1.23E-12,0,GO:0004672
Vitvi12g00675,Vitvi12g00675,40.09547,2.093993,0.2948733,7.10133,1.24E-12,0,#N/A
Vitvi04g00815,Vitvi04g00815,16.40617,-3.106222,0.4376954,-7.096767,1.28E-12,0,#N/A
Vitvi08g01194,Vitvi08g01194,66.25885,1.610103,0.2273158,7.083111,1.41E-12,0,GO:0003824
Vitvi11g00309,Vitvi11g00309,172.211,1.164991,0.1644842,7.082693,1.41E-12,0,GO:0003924
Vitvi13g00164,Vitvi13g00164,9.770323,2.948165,0.416285,7.082084,1.42E-12,0,GO:0005506
Vitvi14g01653,Vitvi14g01653,195.6921,1.239129,0.1749968,7.080868,1.43E-12,0,#N/A
Vitvi06g01622,Vitvi06g01622,172.679,2.600025,0.367204,7.080601,1.44E-12,0,#N/A
Vitvi07g02233,Vitvi07g02233,72.17331,1.420241,0.2008989,7.06943,1.56E-12,0,#N/A
Vitvi16g02067,Vitvi16g02067,330.5984,-1.424,0.2015987,-7.063541,1.62E-12,0,#N/A
Vitvi09g00265,Vitvi09g00265,93.74106,3.782424,0.5358124,7.059231,1.67E-12,0,GO:0016788
Vitvi01g00513,Vitvi01g00513,38.84451429,2.238837698,0.317173102,7.058724985,1.68E-12,0,#N/A
Vitvi12g02352,Vitvi12g02352,307.2412,-1.47334,0.2088026,-7.056141,1.71E-12,0,#N/A
Vitvi18g00435,Vitvi18g00435,153.8582,1.182452,0.1676228,7.054243,1.74E-12,0,#N/A
Vitvi07g01543,Vitvi07g01543,53.5124,2.240953,0.3177868,7.05175,1.77E-12,0,#N/A
Vitvi19g02278,Vitvi19g02278,104.5994,1.879118,0.2669808,7.038402,1.94E-12,0,#N/A
Vitvi01g00337,Vitvi01g00337,108.9706667,1.409564403,0.20035129,7.035464569,1.99E-12,0,#N/A
Vitvi06g00283,Vitvi06g00283,133.8909,1.120278,0.1593044,7.03231,2.03E-12,0,GO:0004672
Vitvi19g01326,Vitvi19g01326,1158.727,1.34828,0.1917592,7.031109,2.05E-12,0,GO:0005515
Vitvi07g02148,Vitvi07g02148,94.26625,1.272947,0.1812653,7.022563,2.18E-12,0,#N/A
Vitvi15g00714,Vitvi15g00714,21680.65,1.04861,0.1504227,6.971084,3.15E-12,0,#N/A
Vitvi09g00017,Vitvi09g00017,1743.797,1.828286,0.2623222,6.969619,3.18E-12,0,GO:0030599
Vitvi12g01682,Vitvi12g01682,109.062,1.235471,0.1773063,6.968008,3.21E-12,0,GO:0016758
Vitvi12g01836,Vitvi12g01836,30.34332,2.176333,0.3126572,6.960762,3.38E-12,0,#N/A
Vitvi05g01763,Vitvi05g01763,179.082,3.315296,0.4763281,6.96011,3.40E-12,0,#N/A
Vitvi08g01477,Vitvi08g01477,34.14004,2.235003,0.3212428,6.957362,3.47E-12,0,GO:0016021
Vitvi15g01093,Vitvi15g01093,35.03636,1.875459,0.269725,6.953227,3.57E-12,0,GO:0003824
Vitvi12g01053,Vitvi12g01053,42.42304,2.091523,0.3008329,6.952442,3.59E-12,0,GO:0043531
Vitvi03g00723,Vitvi03g00723,153.0538,1.121293,0.1613283,6.950381,3.64E-12,0,GO:0000287
Vitvi18g02489,Vitvi18g02489,255.3417,1.293158,0.1861954,6.945166,3.78E-12,0,#N/A
Vitvi01g00620,Vitvi01g00620,322.5807535,1.115300156,0.160656698,6.942132925,3.86E-12,0,GO:0005506
Vitvi01g00271,Vitvi01g00271,141.5810958,1.335156599,0.192362743,6.940827393,3.90E-12,0,GO:0015031
Vitvi11g00009,Vitvi11g00009,253.6053,1.649329,0.2376309,6.940716,3.90E-12,0,GO:0004553
Vitvi01g00222,Vitvi01g00222,136.9921339,1.444892994,0.208624143,6.925818716,4.33E-12,0,#N/A
Vitvi04g01706,Vitvi04g01706,28.0228,2.29022,0.330846,6.922313,4.44E-12,0,GO:0004842
Vitvi14g02461,Vitvi14g02461,377.8022,1.181473,0.1707232,6.920398,4.50E-12,0,GO:0016757
Vitvi11g00859,Vitvi11g00859,68.76201,1.51938,0.2198692,6.91038,4.83E-12,0,#N/A
Vitvi07g02242,Vitvi07g02242,282.3283,-1.46115,0.2118995,-6.895484,5.37E-12,0,GO:0016757
Vitvi14g01942,Vitvi14g01942,1469.334,1.112705,0.1615019,6.889734,5.59E-12,0,GO:0004222
Vitvi11g01513,Vitvi11g01513,146.5952,-1.166898,0.1694371,-6.886908,5.70E-12,0,GO:0004672
Vitvi16g00068,Vitvi16g00068,85.38655,-1.460291,0.2123251,-6.87762,6.09E-12,0,GO:0016702
Vitvi08g01493,Vitvi08g01493,784.1816,1.069025,0.1554966,6.87491,6.20E-12,0,GO:0005524
Vitvi02g00963,Vitvi02g00963,40.26389,1.835744,0.2670203,6.874924,6.20E-12,0,GO:0006807
Vitvi10g00720,Vitvi10g00720,259.3311,1.030655,0.1501429,6.864496,6.67E-12,0,#N/A
Vitvi19g00122,Vitvi19g00122,671.2167,1.431067,0.2085107,6.863278,6.73E-12,0,GO:0005515
Vitvi08g02324,Vitvi08g02324,120.2454,1.280646,0.1866921,6.859668,6.90E-12,0,#N/A
Vitvi02g00014,Vitvi02g00014,434.9643942,1.613301995,0.235434776,6.852437094,7.26E-12,0,#N/A
Vitvi10g00649,Vitvi10g00649,148.2123,1.429702,0.2088572,6.845356,7.63E-12,0,GO:0004672
Vitvi04g02235,Vitvi04g02235,99.81742,-1.430172,0.2089365,-6.845009,7.65E-12,0,#N/A
Vitvi17g00439,Vitvi17g00439,77.64113,1.671914,0.2445591,6.83644,8.12E-12,0,GO:0016758
Vitvi07g01640,Vitvi07g01640,62.4878,1.889618,0.2765193,6.833585,8.28E-12,0,#N/A
Vitvi04g01424,Vitvi04g01424,1738.979,1.307816,0.19171,6.821847,8.99E-12,0,#N/A
Vitvi07g01816,Vitvi07g01816,125.3144,1.132587,0.1660351,6.82137,9.02E-12,0,GO:0005515
Vitvi07g01377,Vitvi07g01377,144.3119,1.137146,0.1667359,6.820039,9.10E-12,0,GO:0022857
Vitvi11g00860,Vitvi11g00860,78.59,1.420826,0.2086346,6.810116,9.75E-12,0,#N/A
Vitvi12g00483,Vitvi12g00483,366.7775,1.319984,0.1938344,6.809855,9.77E-12,0,GO:0004672
Vitvi10g02364,Vitvi10g02364,98.79487,-1.361818,0.2004142,-6.795019,1.08E-11,0,GO:0003824
Vitvi03g01371,Vitvi03g01371,9423.578,-1.637603,0.24108,-6.792777,1.10E-11,0,#N/A
Vitvi06g00155,Vitvi06g00155,25.15748,2.0339,0.2998618,6.782794,1.18E-11,0,GO:0016491
Vitvi09g00013,Vitvi09g00013,100.4231,1.197254,0.1769206,6.767181,1.31E-11,0,GO:0005515
Vitvi03g00497,Vitvi03g00497,71.60594,1.549437,0.2289789,6.766722,1.32E-11,0,#N/A
Vitvi10g00508,Vitvi10g00508,277.7925,1.140272,0.1685698,6.764389,1.34E-11,0,GO:0009055
Vitvi19g02212,Vitvi19g02212,154.0488,-1.338347,0.198408,-6.745431,1.53E-11,0,GO:0005506
Vitvi13g02105,Vitvi13g02105,16834.98,-1.107232,0.1641583,-6.744905,1.53E-11,0,GO:0030001
Vitvi13g01616,Vitvi13g01616,177.9476,1.4854,0.2203435,6.741295,1.57E-11,0,GO:0043531
Vitvi18g02453,VviTPS15,12.16589,3.540291,0.5254289,6.737906,1.61E-11,0,GO:0000287
Vitvi16g00901,Vitvi16g00901,50.50226,-1.797283,0.2667877,-6.736753,1.62E-11,0,GO:0016787
Vitvi06g01240,Vitvi06g01240,39.31676,1.680761,0.2503155,6.714571,1.89E-11,0,#N/A
Vitvi18g00398,Vitvi18g00398,209.2897,-1.112548,0.1657182,-6.713495,1.90E-11,0,#N/A
Vitvi03g00473,Vitvi03g00473,211.3827,1.060262,0.1583247,6.696756,2.13E-11,0,#N/A
Vitvi18g01945,Vitvi18g01945,43.41864,1.647055,0.245969,6.696187,2.14E-11,0,GO:0005515
Vitvi13g00098,Vitvi13g00098,184.3779,-1.124922,0.1681532,-6.689862,2.23E-11,0,GO:0005515
Vitvi19g01914,Vitvi19g01914,345.5613,1.054106,0.157606,6.688235,2.26E-11,0,#N/A
Vitvi01g02000,Vitvi01g02000,144.1507556,-1.01926209,0.152696192,-6.675098279,2.47E-11,0,GO:0008168
Vitvi05g00036,Vitvi05g00036,79.99323,-1.611069,0.2415104,-6.670806,2.54E-11,0,#N/A
Vitvi11g00411,Vitvi11g00411,91.4472,1.722737,0.2582866,6.669867,2.56E-11,0,GO:0005515
Vitvi02g00039,Vitvi02g00039,18.01597301,2.728565941,0.409437308,6.664184943,2.66E-11,0,GO:0003700
Vitvi18g02981,Vitvi18g02981,58.63488,1.431433,0.2149474,6.659454,2.75E-11,0,#N/A
Vitvi06g01924,Vitvi06g01924,167.1064,1.106552,0.1663374,6.652457,2.88E-11,0,GO:0004185
Vitvi19g00680,Vitvi19g00680,617.2849,3.311149,0.498372,6.643931,3.05E-11,0,#N/A
Vitvi15g01108,Vitvi15g01108,1108.67,1.66054,0.2499634,6.643132,3.07E-11,0,GO:0016746
Vitvi10g00286,Vitvi10g00286,106.6048,1.150552,0.1732198,6.642151,3.09E-11,0,#N/A
Vitvi02g01717,Vitvi02g01717,1282.614,-1.121177,0.1688943,-6.638336,3.17E-11,0,GO:0003677
Vitvi10g00787,Vitvi10g00787,117.4018,1.304464,0.1966757,6.632566,3.30E-11,0,#N/A
Vitvi06g00093,Vitvi06g00093,220.4769,1.324825,0.20018,6.618166,3.64E-11,0,#N/A
Vitvi07g01135,Vitvi07g01135,35.65488,1.901488,0.2874671,6.61463,3.72E-11,0,GO:0000166
Vitvi09g01641,Vitvi09g01641,39.59292,1.835986,0.2776778,6.611928,3.79E-11,0,#N/A
Vitvi06g01578,Vitvi06g01578,30.03034,2.162391,0.3277742,6.597196,4.19E-11,0,#N/A
Vitvi10g00905,Vitvi10g00905,1677.147,1.288965,0.1955046,6.59302,4.31E-11,0,#N/A
Vitvi09g01153,Vitvi09g01153,55.47815,1.431365,0.2172781,6.587712,4.47E-11,0,GO:0004672
Vitvi17g00898,Vitvi17g00898,372.8695,-1.044005,0.1584994,-6.586808,4.49E-11,0,GO:0005507
Vitvi14g02430,VviMYB189,77.13856,1.375299,0.2089739,6.581201,4.67E-11,0,GO:0003677
Vitvi01g00304,Vitvi01g00304,85.55500934,1.039652248,0.158167629,6.573103816,4.93E-11,0,GO:0004476
Vitvi06g01727,Vitvi06g01727,32.4676,4.729634,0.7201347,6.567706,5.11E-11,0,GO:0005515
Vitvi18g02796,Vitvi18g02796,77.01163,-1.670089,0.2545399,-6.561209,5.34E-11,0,#N/A
Vitvi19g00164,Vitvi19g00164,83.70896,-1.713429,0.2612906,-6.557561,5.47E-11,0,#N/A
Vitvi12g02204,Vitvi12g02204,58.64011,2.007959,0.3063665,6.554108,5.60E-11,0,GO:0003677
Vitvi18g00425,Vitvi18g00425,72.18784,1.399243,0.2135456,6.55243,5.66E-11,0,#N/A
Vitvi06g00648,Vitvi06g00648,73.22029,1.407126,0.214766,6.551903,5.68E-11,0,GO:0004435
Vitvi03g01302,Vitvi03g01302,71.62936,3.098222,0.473137,6.548254,5.82E-11,0,#N/A
Vitvi03g00426,Vitvi03g00426,2408.159,-1.060153,0.161957,-6.545891,5.91E-11,0,#N/A
Vitvi10g00557,Vitvi10g00557,392.1075,1.723193,0.2635029,6.53956,6.17E-11,0,#N/A
Vitvi03g00737,Vitvi03g00737,125.8521,1.154287,0.1766169,6.535541,6.34E-11,0,GO:0010411
Vitvi02g01118,Vitvi02g01118,45.64878,1.435688,0.2198044,6.531663,6.50E-11,0,GO:0016747
Vitvi19g00555,Vitvi19g00555,79.30538,1.878093,0.2876799,6.528413,6.65E-11,0,GO:0004553
Vitvi12g02016,Vitvi12g02016,72.98091,1.542285,0.2363851,6.524458,6.82E-11,0,#N/A
